,wl,Paint Chip 1 - Unicorn Blue,Paint Chip 2 - Rich Plum,Paint Chip 3 - Nocturnal Sea,Paint Chip 4 - Calypso Ruffel,Paint Chip 5 - Hyacynth,Paint Chip 6 - Sun Valley,Paint Chip 7 - Continental Blue,Paint Chip 8 - Carnival Red,Paint Chip 9 - Bohemian Blue,Paint Chip 10 - Fire Engine Red,Paint Chip 11 Lucky Irish,Paint Chip 12 Roanoke Red,Paint Chip 13 Paris Night,Paint Chip 14 Nectarine,Paint Chip 15 Ecudor,Paint Chip 16 Wild Mint,Paint Chip 17 Primrose,Paint Chip 18 Oakheart,Paint Chip 19 Slate Grey
10,390,0.1451615625,0.167584453125,0.0654975,0.1760475,0.188036484375,0.120921679688,0.115106824219,0.114099441406,0.0963843164062,0.0777797617187,0.0661462929688,0.0594526210937,0.0974446367187,0.0924373320312,0.0796325117187,0.0538801523438,0.0795493554687,0.0588208164062,0.117604300781
11,391,0.151475231934,0.175567722168,0.0665898054199,0.183758032227,0.197857641602,0.121961265869,0.120628088013,0.116786186157,0.0995130804443,0.0770803851318,0.0662724464111,0.0593891456299,0.100273141724,0.091834456665,0.0797911456299,0.0543456182861,0.0803219725342,0.0587788311768,0.121487749146
12,392,0.1583,0.18398,0.067547,0.19207,0.20875,0.12238,0.12659,0.11957,0.10281,0.076804,0.066375,0.059472,0.10322,0.090999,0.080008,0.054682,0.081073,0.058646,0.12535
13,393,0.16559286377,0.19275880127,0.0683632084961,0.200903117676,0.220663175049,0.122099350586,0.132970370728,0.122427880859,0.106255228394,0.0769792113037,0.0664594355469,0.0596999649658,0.106268319336,0.0899320574951,0.080282387085,0.0548813719482,0.0817929602051,0.0584099692383,0.12916235791
14,394,0.17328828125,0.201827109375,0.0690404296875,0.210157421875,0.233503085937,0.121092734375,0.139730246094,0.12533140625,0.109822800781,0.0776064492188,0.0665305546875,0.0600625273437,0.109393679688,0.0886504648437,0.0806112070312,0.0549443007813,0.0824808203125,0.05806834375,0.132897515625
15,395,0.181004265137,0.210908571777,0.0696320795898,0.219531481934,0.246747757568,0.120010600586,0.146497331909,0.128035810547,0.113375981079,0.0782832432861,0.0666802587891,0.0604133509521,0.112444007813,0.0876045474854,0.0807754669189,0.0549522828369,0.0828972126465,0.0577882456055,0.136438550293
16,396,0.18836,0.21973,0.070197,0.22872,0.25986,0.1195,0.15291,0.13031,0.11678,0.078609,0.066992,0.060605,0.11527,0.087226,0.080574,0.054989,0.082842,0.057732,0.13968
17,397,0.195294329834,0.228201689453,0.0707358492432,0.237630081787,0.272732600098,0.119598134766,0.15891460083,0.132120632324,0.120012521729,0.0785592110596,0.0674729715576,0.0606366757812,0.117846874878,0.0875356940918,0.0799926378174,0.0550602644043,0.0822604527588,0.0579083873291,0.142592854004
18,398,0.201771132812,0.2362509375,0.0712491992187,0.246184023437,0.285277265625,0.120296328125,0.164487460937,0.133459140625,0.123060867187,0.0781359804688,0.0681189726562,0.0605169375,0.120161410156,0.088511921875,0.0790440507812,0.0551675390625,0.0811380507812,0.0583110820312,0.145163359375
19,399,0.207892296143,0.243865693359,0.0717612459717,0.254219093018,0.29753416748,0.1211415625,0.169924222412,0.134573713379,0.125997571045,0.077705473999,0.0687579390869,0.0603540195312,0.122275754517,0.0896142570801,0.0780548216553,0.055312810791,0.0799706707764,0.0588140760498,0.147482565918
20,400,0.21378,0.25105,0.072293,0.2616,0.30956,0.12166,0.17553,0.13572,0.1289,0.077637,0.069219,0.06026,0.12426,0.090295,0.077356,0.055492,0.079255,0.059283,0.14965
21,401,0.219401473389,0.257747120361,0.0728499329834,0.268254829102,0.321255228271,0.121859677734,0.181283009033,0.136900080566,0.131753291016,0.0779281251221,0.0694927355957,0.0602365710449,0.126106347656,0.0905301606445,0.0769623447266,0.0557133470459,0.079011324585,0.0597125467529,0.151665905762
22,402,0.224729492187,0.263909882813,0.0734337460937,0.274138046875,0.332523867188,0.121766640625,0.187145820312,0.138104140625,0.1345396875,0.0785536601562,0.0695819765625,0.0602805546875,0.127808125,0.0903271796875,0.0768687421875,0.0559816523437,0.0792269726563,0.0601003320313,0.153530234375
23,403,0.22978041626,0.269521068115,0.0740168712158,0.279475864258,0.343214083252,0.121531074219,0.192940765381,0.139205358887,0.137232216797,0.0791969417725,0.0696175505371,0.060353013916,0.129353261719,0.0899801899414,0.0769554589844,0.0562273673096,0.0795639063721,0.0604343931885,0.155247561035
24,404,0.23457,0.27457,0.07457,0.2845,0.35318,0.12132,0.19848,0.14007,0.1398,0.079536,0.069735,0.060411,0.13073,0.089801,0.077086,0.056384,0.079669,0.060709,0.15682
25,405,0.239103511963,0.2790502771,0.0750908623047,0.289204354248,0.36237612793,0.121108896484,0.203752843018,0.140706533203,0.14223673584,0.0795620469971,0.0699341737061,0.0604565891113,0.131944893799,0.0897707823486,0.0772668547363,0.0564472880859,0.0795464196777,0.0609168197021,0.158260222168
26,406,0.243385429688,0.282962695312,0.0755776953125,0.293571445313,0.370771015625,0.120871328125,0.208753867187,0.14112828125,0.144535234375,0.0792840585938,0.0702091210937,0.0604917109375,0.133006132812,0.0898608398438,0.077501625,0.0564193515625,0.0792139140625,0.0610559492188,0.159579765625
27,407,0.247381541748,0.286263341064,0.0760337871094,0.297402935791,0.378318374023,0.120699550781,0.213462952881,0.141369423828,0.146642746582,0.0788908587646,0.0704979273682,0.0605236872559,0.133931497803,0.0899988616943,0.0777295671387,0.0563983652344,0.0787871477051,0.0611405098877,0.160771779785
28,408,0.25106,0.28892,0.076463,0.3005,0.38499,0.12067,0.21787,0.14147,0.14851,0.07858,0.070735,0.06056,0.13474,0.0901,0.077895,0.056482,0.078394,0.061189,0.16183
29,409,0.254428693848,0.290949361572,0.076864928833,0.302877298584,0.390779556885,0.120807045898,0.221959406738,0.141428651123,0.150137623291,0.0783523514404,0.0709233117676,0.0605985390625,0.135437680664,0.0901711212158,0.0779817636719,0.0566712487793,0.0780301512451,0.0612044603271,0.162759467773
30,410,0.257500390625,0.292380976562,0.0772397460938,0.304565742188,0.395697773438,0.121122421875,0.225723359375,0.141245273438,0.151533632812,0.0782025117188,0.07106775,0.060636875,0.136030390625,0.0902166132812,0.0779806328125,0.05695978125,0.0776919179688,0.0611918320313,0.16356609375
31,411,0.26032369873,0.293371229248,0.0775637816162,0.305644591064,0.39985461792,0.121236616211,0.229222575684,0.140970211182,0.152703065186,0.0780216890869,0.0711896101074,0.0606532265625,0.136540883789,0.0901360101318,0.0779455419922,0.0572758723145,0.077372057251,0.0612123311768,0.164292700195
32,412,0.26295,0.29408,0.077816,0.30621,0.40337,0.12079,0.23252,0.14065,0.15366,0.0777,0.071312,0.060627,0.13699,0.089837,0.077933,0.057544,0.077062,0.061324,0.16498
33,413,0.265400859375,0.294545053711,0.0779983574219,0.30628996582,0.406285118408,0.119773994141,0.235637548828,0.140295992432,0.154420490723,0.0772415957031,0.0714341094971,0.0605576269531,0.137386916504,0.0893219494629,0.0779418803711,0.0577642211914,0.0767674456787,0.0615340445557,0.165639199219
34,414,0.26769859375,0.294797890625,0.0781164375,0.305920703125,0.408644101562,0.118218515625,0.2385978125,0.139914648438,0.15500796875,0.0766569453125,0.0715549023437,0.0604469375,0.13773875,0.08860740625,0.0779693359375,0.0579394140625,0.0764931289062,0.0618434726563,0.1662784375
35,415,0.269828652344,0.294840854492,0.0782196894531,0.30525934082,0.410485472412,0.116693789062,0.241304052734,0.139417869873,0.155521130371,0.0760790693359,0.0716708548584,0.0603182714844,0.138010895996,0.0877830544434,0.0779760366211,0.0580618305664,0.0762983907471,0.0621962957764,0.166825136719
36,416,0.27178,0.29467,0.078358,0.30446,0.41185,0.11577,0.24367,0.13872,0.15606,0.075639,0.071778,0.060196,0.13817,0.086949,0.077923,0.058129,0.076237,0.062534,0.16721
37,417,0.273576010742,0.294320393066,0.0785366621094,0.303572585449,0.412787427979,0.115462264404,0.245720704346,0.137822609863,0.156641885986,0.0753431282959,0.0718810185547,0.0600813969727,0.138222043457,0.0861149232178,0.0778128354492,0.0581373428955,0.0763082414551,0.0628555002441,0.167436663818
38,418,0.2752446875,0.2938246875,0.0787579375,0.30263671875,0.413348867188,0.115744570312,0.247496445313,0.136734921875,0.157277617187,0.0751878789063,0.07198515625,0.059974765625,0.13817671875,0.0852905351562,0.0776513359375,0.0580871367187,0.0765031796875,0.0631618125,0.167515898437
39,419,0.276904106445,0.293199255371,0.0790109628906,0.30162677002,0.41367493042,0.11632213501,0.249261820068,0.135574724121,0.158035394287,0.0750410831299,0.0720791650391,0.0598789174805,0.138085280762,0.0846255889893,0.0774778706055,0.0580386507568,0.0767242731934,0.0634689841309,0.167575010986
40,420,0.27867,0.29246,0.079282,0.30051,0.4139,0.11687,0.25128,0.13446,0.15897,0.074769,0.072154,0.059795,0.138,0.084256,0.077333,0.058051,0.076872,0.063795,0.16774
41,421,0.280562188721,0.291623344727,0.0795734425049,0.299312226563,0.414063486328,0.117386990967,0.253582803955,0.133399940186,0.160093000488,0.0743710667725,0.0722084439697,0.0597248996582,0.137926484375,0.0841943905029,0.077216026001,0.0581297250977,0.0769364331055,0.0641379962158,0.16802175293
42,422,0.282590976562,0.290704609375,0.0798864882813,0.298056640625,0.4141921875,0.117872773438,0.256183242188,0.132396367188,0.161402734375,0.0738548867187,0.0722428476562,0.0596692890625,0.137867421875,0.0844334023437,0.0771236992188,0.05827571875,0.076912765625,0.0644963710938,0.168422109375
43,423,0.2847340271,0.28976230957,0.0802120638428,0.296814228516,0.414252255859,0.118174683838,0.259003616943,0.131367730713,0.162723513184,0.0733062081299,0.0723266385498,0.0596117302246,0.137828193359,0.0847792613525,0.0770700145264,0.0584397319336,0.0768189516602,0.0648637220459,0.168844682617
44,424,0.28696,0.28885,0.080541,0.29565,0.4142,0.11816,0.26195,0.13023,0.16388,0.072815,0.072525,0.059536,0.13781,0.085031,0.077064,0.058571,0.076678,0.065234,0.16919
45,425,0.289278635254,0.287979628906,0.0808719501953,0.294574606934,0.414053912354,0.11780401123,0.265037471924,0.128988337402,0.164869285889,0.0723842861328,0.0728427806396,0.0594413266602,0.13781789917,0.0851754420166,0.077111322876,0.0586698948975,0.0764885179443,0.0656085224609,0.169462154541
46,426,0.29169578125,0.287156328125,0.0812041796875,0.2935903125,0.413829101562,0.11710640625,0.268276289063,0.1276521875,0.165701992188,0.0720143671875,0.0732777695313,0.05932821875,0.137854101563,0.0852077460937,0.0772144101562,0.0587391054688,0.0762520585937,0.065989375,0.169670117187
47,427,0.294146853027,0.286310224609,0.0815332910156,0.292598635254,0.413496912842,0.116255227051,0.271590892334,0.12627435791,0.16644557251,0.0716775097656,0.0737147999268,0.0592085913086,0.13787550415,0.0851435731201,0.0772734315186,0.0588092823486,0.0759565909424,0.0663887744141,0.169867235107
48,428,0.29657,0.28537,0.081856,0.2915,0.41303,0.11545,0.27491,0.12491,0.16718,0.071344,0.07404,0.059095,0.13784,0.085009,0.077194,0.058912,0.075594,0.066819,0.17011
49,429,0.29896065918,0.284336169434,0.0821715762939,0.290287913818,0.412428811035,0.114704932861,0.278233397217,0.123561635742,0.167905163574,0.071013489502,0.0742493946533,0.058988291748,0.137744898682,0.0847915198975,0.0769728778076,0.0590475358887,0.0751691556396,0.0672800001221,0.170397556152
50,430,0.301320390625,0.283213125,0.0824803242187,0.288961132813,0.4116965625,0.114029335938,0.281570195313,0.122229765625,0.1686240625,0.0706853125,0.0743476757812,0.0588890390625,0.137590976563,0.0844843554687,0.0766171289062,0.059214796875,0.0746903476563,0.0677706757812,0.170727109375
51,431,0.303719545898,0.282045549316,0.0827956595459,0.287601290283,0.410881149902,0.113459281006,0.284959752197,0.120908647461,0.169463156738,0.070412104248,0.0744341429443,0.0587925256348,0.137421395264,0.0841320245361,0.0762714273682,0.0593924699707,0.0742453878174,0.0682957249756,0.17110661377
52,432,0.30623,0.28088,0.083131,0.28629,0.41003,0.11302,0.28845,0.11959,0.17054,0.070242,0.074611,0.058694,0.13728,0.08378,0.076081,0.059559,0.073919,0.068858,0.17154
53,433,0.308855805664,0.279716695557,0.0834868747559,0.285026942139,0.409145653076,0.112729976807,0.292050111084,0.118278723145,0.171861644287,0.0701748187256,0.074879890625,0.058593637207,0.137166838379,0.083435223999,0.0760464296875,0.059714574707,0.0737218310547,0.0694569404297,0.172028856201
54,434,0.311597578125,0.278554023438,0.0838628203125,0.283806679687,0.408227070312,0.112598164063,0.295772617188,0.11697875,0.173419570312,0.0702041289062,0.0752375546875,0.058491765625,0.137079375,0.0831027070312,0.0761576875,0.0598606171875,0.073656953125,0.0700903984375,0.172571523437
55,435,0.314413344727,0.277377244873,0.0842545949707,0.282525142822,0.407240386963,0.112563309326,0.299720059814,0.11567416748,0.175094942627,0.0702066973877,0.0756426083984,0.0584019897461,0.136992614746,0.0827670753174,0.0763603515625,0.0600181040039,0.0736431005859,0.0707307890625,0.173123365479
56,436,0.31726,0.27617,0.084657,0.28108,0.40615,0.11256,0.30399,0.11435,0.17676,0.070062,0.07605,0.058337,0.13688,0.082412,0.07659,0.060208,0.073597,0.071351,0.17364
57,437,0.320148012695,0.274935415039,0.0850717180176,0.279464768066,0.404955551758,0.112582855225,0.308590556641,0.113006558105,0.178399829102,0.0697614787598,0.0764635942383,0.0582982991943,0.13674098999,0.0820476055908,0.0768487237549,0.0604301040039,0.0735170252686,0.0719460113525,0.17411550415
