,wl,Macbeth - Dark Skin,Macbeth - Light Skin,Macbeth - Blue Sky,Macbeth - Foilage,Macbeth - Blue Flower,Macbeth - Bluish Green,Macbeth - Orange,Macbeth - Purplish Blue,Macbeth - Moderate Red,Macbeth - Purple,Macbeth - Yellow Green,Macbeth - Orange Yellow,Macbeth - Blue,Macbeth - Green,Macbeth - Red,Macbeth - Yellow,Macbeth - Magenta,Macbeth - Cyan,Macbeth - White,Macbeth - Neutral-8,Macbeth - Neutral-6.5,Macbeth - Neutral-5,Macbeth - Neutral-3.5,Macbeth - Black
17,397,0.0742781538086,0.180980421143,0.23120590332,0.051876689209,0.269574851074,0.224852503662,0.077320114624,0.192518059082,0.152815032959,0.162962866211,0.0787312336426,0.0762135395508,0.101185978149,0.0703562670898,0.0676869599609,0.071026993042,0.237151983643,0.17986461792,0.375514746094,0.345477895508,0.27338850708,0.183230634766,0.0960579450684,0.0314772202148
18,398,0.0750515703125,0.184338007812,0.239488125,0.051693390625,0.281783984375,0.232496992187,0.0775060742187,0.200181875,0.154187617187,0.167086484375,0.078867484375,0.07631453125,0.104452878906,0.0706581875,0.0661918046875,0.0704022070313,0.247073242188,0.185525429688,0.396841015625,0.36199109375,0.281067773438,0.185686953125,0.09623975,0.0315092421875
19,399,0.0757452612305,0.187456907959,0.247377612305,0.0515224611816,0.293667365723,0.239720010986,0.0775682384033,0.207589597168,0.155236466064,0.171045991211,0.0789299831543,0.0764838862305,0.107747412964,0.0711186704102,0.064710515625,0.0699138218994,0.256703499756,0.191047310791,0.419055224609,0.378700444336,0.288258011475,0.18779046875,0.0963288986816,0.0315232397461
20,400,0.076425,0.19042,0.25508,0.051462,0.30526,0.24664,0.077339,0.21495,0.15599,0.17496,0.078838,0.076499,0.11115,0.071491,0.063779,0.069591,0.26572,0.19631,0.44189,0.39547,0.29536,0.18995,0.096455,0.031542
21,401,0.0770829702148,0.19320098877,0.262548319092,0.0515152307129,0.316478364258,0.253206574707,0.0768045843506,0.222215633545,0.156452453613,0.178815379639,0.0785781611328,0.0763472109375,0.114653301758,0.0717804992676,0.0634028563232,0.0694414542236,0.274061724854,0.201283404541,0.465209851074,0.412183427734,0.302333516846,0.192162823486,0.0966225318604,0.0315672697754
22,402,0.0777085703125,0.1957734375,0.269730585937,0.051677328125,0.32724375,0.2593759375,0.0759716132812,0.229337695312,0.156634375,0.182592382813,0.0781476484375,0.076028109375,0.118245585938,0.0719959296875,0.0635536914063,0.0694611289063,0.281693007812,0.205947304687,0.488874375,0.4287121875,0.309123632812,0.194411210937,0.0968306835937,0.031599734375
23,403,0.0782505620117,0.198071315918,0.27645487915,0.0518883728027,0.337448354492,0.26510635498,0.0750575782471,0.236244390869,0.156593562012,0.186214293213,0.0777517558594,0.0757002402344,0.121898779297,0.0721918747559,0.063962831665,0.0694006009521,0.288769041748,0.21040727417,0.512916242676,0.444813017578,0.315539827881,0.196521390381,0.0970677176514,0.0316345876465
24,404,0.078657,0.20003,0.28255,0.052083,0.34699,0.27036,0.074286,0.24286,0.15639,0.1896,0.07759,0.075525,0.12558,0.072427,0.064337,0.069019,0.29546,0.21477,0.53735,0.46024,0.32138,0.19831,0.097315,0.031666
25,405,0.0789274702148,0.201655488281,0.288006478271,0.0522615072021,0.355833048096,0.275133684082,0.0736634313965,0.249172514648,0.156044281006,0.192744143066,0.0776726821289,0.0754998647461,0.129281536011,0.0726914572754,0.0646773551025,0.0683110596924,0.301745115967,0.219022954102,0.562014729004,0.474884505615,0.326645356445,0.199791411133,0.0975797299805,0.0316952110596
26,406,0.0790650703125,0.202961640625,0.292828320313,0.0524250820313,0.363952851562,0.27943046875,0.0731849296875,0.255171875,0.155575664062,0.195643984375,0.0779932890625,0.07561390625,0.132993660156,0.0729747578125,0.0649878164063,0.0672957148438,0.307603007812,0.22314671875,0.5867240625,0.488649648437,0.331344453125,0.20098640625,0.09786559375,0.0317231054688
27,407,0.0790760385742,0.203916044922,0.297047296143,0.0525385421143,0.37130762085,0.283268015137,0.072805614502,0.260823969727,0.155012442627,0.19826510498,0.0782956040039,0.0757117954102,0.136681327759,0.0731955983887,0.0651736766357,0.0661811546631,0.31294901001,0.227009526367,0.610933591309,0.501257247314,0.335393950195,0.201966733398,0.0981266489258,0.0317492318115
28,408,0.078971,0.2045,0.30071,0.052572,0.37787,0.28667,0.072468,0.2661,0.15438,0.20058,0.078324,0.075639,0.14031,0.073277,0.065157,0.065189,0.3177,0.23048,0.6341,0.51246,0.33873,0.20281,0.098318,0.031773
29,409,0.0787543530273,0.204727366943,0.303827176514,0.052522829834,0.383641038818,0.289657700195,0.0721876973877,0.270996016846,0.153702425537,0.202583482666,0.0780775096436,0.0753939874268,0.143867648926,0.0732185883789,0.064913300415,0.0643191079102,0.321873898926,0.23356196167,0.656065162354,0.522220246582,0.341360534668,0.203522054443,0.0984373012695,0.0317939465332
