,wl,Standard brown cardboard,Red file folder,Pale blue construction paper,Bright orange paper,Grey construction paper,Brown construction paper,Yellow construction paper,Purplish blue construction paper,Pink construction paper,Green construction paper,Pale orange construction paper,Purple construction paper,Blue matte board,Blue file folder,Yellow file folder,Lime green paper,Blue poster board,Green poster board,Red construction paper
219,599,0.314183436279,0.368734816895,0.357022352295,0.710081968994,0.405537729492,0.295702574463,0.708444277344,0.119453018799,0.794185102539,0.157014595947,0.6413509375,0.200841646729,0.0837013110352,0.147654986572,0.76566840332,0.349029886475,0.0742176828613,0.0818001090088,0.451711060791
220,600,0.31544,0.38044,0.35529,0.71404,0.4065,0.29726,0.7094,0.11995,0.79669,0.15519,0.6442,0.20195,0.083363,0.14633,0.76674,0.34297,0.074055,0.080628,0.45782
221,601,0.316722897949,0.392245566406,0.353513011475,0.717670749512,0.407632757568,0.298773619385,0.710407646484,0.120537220459,0.79905772583,0.153349013672,0.646959085693,0.20324112915,0.0830505675049,0.145087402344,0.767715506592,0.33719927002,0.073899180542,0.0794505930176,0.463472260742
222,602,0.31803125,0.404115,0.351691210937,0.720998828125,0.408936445313,0.300241132813,0.711467578125,0.121219023437,0.801292773438,0.151493828125,0.649641601562,0.204725664063,0.0827653867188,0.143929453125,0.768600742188,0.331736171875,0.0737501679687,0.078265578125,0.468688671875
223,603,0.319384992676,0.416235214844,0.349805343018,0.724098947754,0.410463360596,0.301633553467,0.712584003906,0.122031719971,0.803349730225,0.149573027344,0.652269708252,0.206458563232,0.0825144886475,0.142836591797,0.769456461182,0.326511188965,0.0736168560791,0.0770592839355,0.473629213867
224,604,0.3208,0.42877,0.34784,0.72704,0.41226,0.30292,0.71376,0.12301,0.80518,0.14754,0.65486,0.20849,0.082305,0.14179,0.77034,0.32146,0.073508,0.075821,0.47845
225,605,0.322277803955,0.441694071045,0.345796834717,0.72984550293,0.414326390381,0.304099002686,0.714993427734,0.124157302246,0.806782652588,0.145397144775,0.657419488525,0.21082944458,0.0821375141602,0.140790289307,0.771258631592,0.316584884033,0.0734235118408,0.0745489802246,0.483175053711
226,606,0.323816054688,0.454952617187,0.343681757812,0.73253140625,0.416654960938,0.305169882813,0.716281015625,0.1254734375,0.808157851562,0.143153867188,0.659950195313,0.213479804688,0.08201215625,0.139839804688,0.772213632813,0.311895507813,0.0733625273437,0.073244421875,0.487816171875
227,607,0.325345921631,0.468028443604,0.34154557251,0.735016704102,0.419138604736,0.306122779541,0.717597949219,0.126930861816,0.809295906982,0.140911072998,0.662393348389,0.216368031006,0.0819304038086,0.138974608154,0.773126900635,0.307580023193,0.0733194212646,0.0719425725098,0.492250092773
228,608,0.3268,0.48041,0.33944,0.73722,0.42167,0.30695,0.71892,0.1285,0.81019,0.13877,0.66469,0.21942,0.081893,0.13823,0.77392,0.30382,0.073288,0.070679,0.49635
229,609,0.328173703613,0.492042282715,0.33737395752,0.739152730713,0.424237927246,0.307651838379,0.720242285156,0.130179707031,0.81083835083,0.136741555176,0.666839229736,0.222635649414,0.081900003418,0.137606320801,0.774592593994,0.300618189697,0.0732674489746,0.0694571035156,0.500128790283
230,610,0.329468046875,0.502908125,0.335353984375,0.740832539063,0.4268378125,0.308231171875,0.721561640625,0.131969296875,0.811241992188,0.134830390625,0.668844335937,0.226019375,0.08195084375,0.137100703125,0.775149570313,0.297959023438,0.0732568984375,0.0682781953125,0.503606523437
231,611,0.330737770996,0.513286779785,0.333369978027,0.74234039917,0.429527971191,0.30869682373,0.722900185547,0.133866455078,0.811419241943,0.132989978027,0.670731390381,0.229612709961,0.0820380317383,0.136687751465,0.77564868042,0.295675203857,0.0732533430176,0.0671283037109,0.506862259521
232,612,0.33204,0.52348,0.33141,0.74376,0.43237,0.30906,0.72428,0.13587,0.81139,0.13117,0.67253,0.23346,0.082154,0.13634,0.77615,0.29359,0.073254,0.065992,0.50998
233,613,0.333376018066,0.533474020996,0.329481595459,0.74510404541,0.435358359375,0.309327637939,0.725699908447,0.137978769531,0.811162459717,0.129376937256,0.674241434326,0.237565599365,0.0822980393066,0.136054940186,0.776654523926,0.291686748047,0.0732577523193,0.0648719332275,0.512971550293
234,614,0.334745078125,0.54325109375,0.327592148437,0.7463821875,0.438485546875,0.309508320312,0.727157304687,0.140192734375,0.810745585938,0.127618242187,0.675867617187,0.241933554688,0.0824699296875,0.135830273438,0.77716078125,0.28995296875,0.0732638242187,0.0637709179688,0.515847421875
235,615,0.336126960449,0.552741428223,0.325751641846,0.747590056152,0.441715146484,0.309624730225,0.728618348389,0.142507431641,0.810132926025,0.125910108643,0.677430377197,0.246547032471,0.0826694440918,0.135657672119,0.77765479248,0.288383544922,0.0732716397705,0.0626890096436,0.518617736816
236,616,0.3375,0.56187,0.32397,0.74872,0.44501,0.3097,0.73005,0.14492,0.80932,0.12427,0.67895,0.25139,0.082897,0.13553,0.77812,0.28698,0.073281,0.061627,0.52129
237,617,0.338866497803,0.570647211914,0.322255582275,0.749783984375,0.448366583252,0.309746390381,0.731449641113,0.147431256104,0.80831848999,0.122701849365,0.680432399902,0.256469243164,0.0831517785645,0.13544387207,0.778559832764,0.285717910156,0.0732924846191,0.0605868522949,0.523880067139
238,618,0.340229179688,0.579084609375,0.320616992188,0.750792578125,0.451782929688,0.309775820313,0.732817265625,0.150043398438,0.807142695312,0.121209882813,0.68188125,0.261793515625,0.0834333203125,0.135397265625,0.778977226563,0.28457640625,0.073307125,0.0595713046875,0.526402148437
239,619,0.341602305908,0.587252817383,0.319036776123,0.751752587891,0.455287923584,0.309792305908,0.73419126709,0.152784012451,0.805840518799,0.119785167236,0.683277131348,0.267411274414,0.0837498005371,0.135391723633,0.779358179932,0.2835665625,0.0733237810059,0.058583654541,0.528863404541
240,620,0.343,0.59522,0.3175,0.75267,0.45891,0.3098,0.73561,0.15568,0.80446,0.11842,0.6846,0.27337,0.084109,0.13543,0.77969,0.2827,0.073342,0.057628,0.53127
241,621,0.344420983887,0.602983132324,0.316015498047,0.753549833984,0.46264090332,0.309810585938,0.737070168457,0.158727746582,0.803016802979,0.117119547119,0.685850811768,0.279663162842,0.0845108731689,0.135511374512,0.779971630859,0.281966418457,0.0733636433105,0.056707782959,0.533626530762
242,622,0.34586265625,0.610531875,0.314595625,0.754396328125,0.4664690625,0.30983625,0.738565234375,0.161920234375,0.801524414062,0.115890664062,0.687031367188,0.286278164063,0.0849545039063,0.13563578125,0.78020375,0.281354609375,0.07339128125,0.0558269765625,0.53593609375
243,623,0.34731833252,0.617805852051,0.313300439453,0.755209785156,0.470376088867,0.309903945313,0.74007595459,0.165266501465,0.799975076904,0.114771629639,0.688161312256,0.293246920166,0.0854304632568,0.13581489502,0.780414072266,0.28083032959,0.0734349934082,0.0549995109863,0.538228605957
244,624,0.34878,0.62474,0.31219,0.75599,0.47434,0.31004,0.74158,0.16877,0.79836,0.1138,0.68926,0.30059,0.085929,0.13606,0.78063,0.28036,0.073505,0.054239,0.54053
245,625,0.350246491699,0.631333500977,0.311276380615,0.756739884033,0.478356047363,0.310257364502,0.743073731689,0.172426383057,0.796693129883,0.112981136475,0.690329194336,0.308296811523,0.086448862915,0.136371009521,0.780852957764,0.279934179688,0.0736043830566,0.0535490683594,0.542844418945
246,626,0.35171625,0.637587578125,0.310568085938,0.757462148437,0.482418671875,0.310567695312,0.744552695313,0.176226914062,0.794989140625,0.112317382812,0.691369375,0.31634640625,0.0869891367187,0.136746601562,0.781082304688,0.279545625,0.0737358125,0.05293228125,0.545171796875
247,627,0.353170070801,0.643432993164,0.310051427002,0.758158353271,0.486453083496,0.310959066162,0.745979730225,0.180073231201,0.793273012695,0.111792989502,0.692354711914,0.324546958008,0.0875525447998,0.137181690674,0.781295689697,0.279211601562,0.0738994216309,0.0523878574219,0.547432758789
248,628,0.35459,0.64881,0.30971,0.75883,0.49039,0.31142,0.74732,0.18387,0.79157,0.11139,0.69326,0.33271,0.088142,0.13767,0.78147,0.27895,0.074095,0.051914,0.54955
249,629,0.355972867432,0.653719071045,0.309550987549,0.759477630615,0.494222950439,0.311961928711,0.748569116211,0.187607009277,0.789890823975,0.111110566406,0.694086779785,0.340809949951,0.0887559368896,0.138209300537,0.781607250977,0.278753935547,0.0743263509521,0.0515133128662,0.551523909912
250,630,0.357317460937,0.658172539063,0.309580898438,0.760101523438,0.497954257812,0.312598203125,0.749726953125,0.19128265625,0.788245195312,0.1109565625,0.694838984375,0.348835742187,0.0893926210937,0.138796679688,0.781710859375,0.2786153125,0.0745973789062,0.0511879648438,0.553362226562
251,631,0.358648299561,0.662301402588,0.309810531006,0.760709903564,0.501677816162,0.313365268555,0.750818081055,0.194968400879,0.786647403564,0.110921582031,0.695543952637,0.356896705322,0.0900490313721,0.139423253174,0.781780981445,0.278511650391,0.0749062979736,0.0509307764893,0.555130899658
252,632,0.35999,0.66624,0.31025,0.76131,0.50549,0.3143,0.75187,0.19874,0.78511,0.111,0.69623,0.36511,0.090722,0.14008,0.78182,0.27842,0.075252,0.050735,0.5569
253,633,0.361346416016,0.670010880127,0.31090682373,0.761904072266,0.509404307861,0.315417177734,0.752885084229,0.202604136963,0.783639108887,0.111193956299,0.696899412842,0.373475057373,0.0914111416016,0.140762165527,0.781828269043,0.278337457275,0.0756401923828,0.05060215625,0.558680279541
254,634,0.36272046875,0.673631445312,0.311788359375,0.762493515625,0.513431054688,0.316730546875,0.753866210937,0.206566679688,0.782238671875,0.111507070312,0.697553242188,0.381990195312,0.0921162578125,0.14146515625,0.7818075,0.278262539062,0.076077796875,0.0505347265625,0.560481757812
255,635,0.364073720703,0.677064456787,0.312859846191,0.763050820312,0.517501761475,0.318231015625,0.754826942139,0.210582791748,0.780914553223,0.111936068115,0.698193414307,0.390579420166,0.0928313046875,0.142188088379,0.781793371582,0.278180594482,0.0765703681641,0.0505425517578,0.562297440186
256,636,0.36537,0.68027,0.31409,0.76355,0.52155,0.31991,0.75578,0.21461,0.77967,0.11248,0.69882,0.39917,0.093551,0.14293,0.78182,0.27808,0.077125,0.050636,0.56412
257,637,0.366608608398,0.683262503662,0.315480014648,0.763990787354,0.525579603271,0.321773475342,0.756728212891,0.218649919434,0.778510479736,0.113140950928,0.699436682129,0.407747633057,0.094272135376,0.143684462891,0.7818902771,0.277961082764,0.0777476273193,0.0508171159668,0.565956691895
258,638,0.3677925,0.686057070313,0.3170353125,0.764375742188,0.529599492188,0.323827851563,0.75767265625,0.222707734375,0.777440039062,0.113922695312,0.70004609375,0.416301757812,0.0949919179687,0.144444453125,0.782003632812,0.277827539063,0.0784450742188,0.0510876875,0.56781453125
259,639,0.369008344727,0.688746895752,0.318863930664,0.76475039917,0.533776427002,0.326154771729,0.758623994141,0.226926047363,0.776411322021,0.114873604736,0.70062720459,0.425071727295,0.0957359949951,0.1452075,0.782125489502,0.277709859619,0.0792518585205,0.0514536105957,0.569769108887
260,640,0.37034,0.69142,0.32107,0.76516,0.53827,0.32883,0.75959,0.23144,0.77538,0.11604,0.70116,0.43428,0.096528,0.14597,0.78222,0.27764,0.080201,0.05192,0.57189
261,641,0.371790292969,0.694084858398,0.323657191162,0.765606029053,0.543084866943,0.331857133789,0.760571977539,0.236254938965,0.774344433594,0.117426016846,0.701645667725,0.443916850586,0.0973646217041,0.146723833008,0.782288260498,0.277626051025,0.0812997026367,0.0524890905762,0.574183046875
262,642,0.37335421875,0.69674046875,0.326618867187,0.766086523438,0.548209257813,0.33523015625,0.76156875,0.241361640625,0.773307890625,0.119031132812,0.702087695312,0.453943984375,0.0982390664062,0.147459609375,0.782333242188,0.277675664062,0.0825521328125,0.053162296875,0.576645234375
263,643,0.3749390625,0.69927121582,0.329852198486,0.766574317627,0.553450118408,0.338833588867,0.762533334961,0.246565422363,0.772360302734,0.120811156006,0.702513184814,0.463941928711,0.0991074647217,0.148158227539,0.782355894775,0.277787469482,0.0839332827148,0.0539321418457,0.579152294922
264,644,0.37645,0.70156,0.33325,0.76704,0.55861,0.34255,0.76342,0.25167,0.77159,0.12272,0.70295,0.47349,0.099925,0.1488,0.78236,0.27796,0.085417,0.054791,0.58158
265,645,0.37788260498,0.703605043945,0.336805651855,0.767484724121,0.563676920166,0.346370742188,0.764226433105,0.256666932373,0.770999067383,0.124758112793,0.70340225708,0.482552110596,0.10068483313,0.149376923828,0.782346468506,0.278201989746,0.0870077431641,0.0557414100342,0.583922868652
266,646,0.379237265625,0.70541171875,0.34051640625,0.7679103125,0.568648789063,0.3502934375,0.764954453125,0.261560117187,0.770582109375,0.12692796875,0.703873007812,0.491119335938,0.101382199219,0.149881640625,0.782318164063,0.27852265625,0.0887113671875,0.0567867070313,0.58618390625
267,647,0.380552443848,0.707041342773,0.344397883301,0.768302580566,0.573596912842,0.354365859375,0.765642248535,0.266448707275,0.770267524414,0.129233117676,0.704354915771,0.499379759521,0.102021699585,0.1502925,0.782305880127,0.27894717041,0.0905363574219,0.0579240064697,0.588444416504
268,648,0.38187,0.70856,0.34847,0.76865,0.5786,0.35864,0.76633,0.27144,0.76998,0.13168,0.70484,0.50754,0.10261,0.15059,0.78234,0.2795,0.092493,0.059152,0.59079
269,649,0.383188894043,0.709966582031,0.352725828857,0.768951552734,0.583651158447,0.3631112854,0.767019438477,0.276534952393,0.769716708984,0.134272518311,0.705330810547,0.515586374512,0.103140875366,0.150768286133,0.782423195801,0.280190386963,0.0945901826172,0.0604771564941,0.593220577393
270,650,0.384508046875,0.71125875,0.357160195312,0.769208984375,0.588743710937,0.367774726562,0.76771109375,0.281733710938,0.769477265625,0.137017070312,0.705829921875,0.523504609375,0.103608824219,0.150824296875,0.782555546875,0.281026054688,0.0968385859375,0.0619080234375,0.595733398437
271,651,0.385807971191,0.712444902344,0.361771695557,0.769459414062,0.59385180542,0.372608289795,0.768400073242,0.2870184021,0.769263261719,0.139919927979,0.706354335938,0.531271467285,0.104017422974,0.150775297852,0.782733356934,0.281991151123,0.099235171875,0.0634550808105,0.598305159912
272,652,0.38707,0.71353,0.36656,0.76974,0.59895,0.37759,0.76908,0.29237,0.76908,0.14299,0.70692,0.53886,0.10437,0.15064,0.78295,0.28307,0.10178,0.065131,0.60091
273,653,0.38829644165,0.714520595703,0.37152416748,0.770052324219,0.604037648926,0.382719002686,0.769751976318,0.297795919189,0.768919613037,0.146236175537,0.707526914063,0.54627880127,0.104666222534,0.150420604248,0.783206480713,0.284268297119,0.104486608887,0.0669480585937,0.603552653809
274,654,0.389491445312,0.7154209375,0.376663828125,0.770395234375,0.609115546875,0.387995664062,0.770416210938,0.303303945313,0.768775976562,0.149669179688,0.708173046875,0.553535546875,0.104905566406,0.150119570313,0.783502226563,0.285593164063,0.107371820312,0.06892034375,0.606238046875
275,655,0.390698504639,0.716187880859,0.382001936035,0.770758720703,0.614243981934,0.393454830322,0.771080206299,0.30894574585,0.768682305908,0.153337940674,0.708840419922,0.560660095215,0.105066738892,0.149723404541,0.783804031982,0.287081629639,0.11049614209,0.0710745,0.608966633301
276,656,0.39196,0.71678,0.38756,0.77113,0.61948,0.39913,0.77175,0.31477,0.76867,0.15729,0.70951,0.56768,0.10513,0.14922,0.78408,0.28877,0.11392,0.073438,0.61174
277,657,0.393277919922,0.717202431641,0.393326351318,0.771509735107,0.624815539551,0.405008905029,0.772425926514,0.320770895996,0.768739136963,0.161528216553,0.710178585205,0.574588835449,0.105099351807,0.148619064941,0.7843272229,0.290655900879,0.117652229126,0.0760200452881,0.614551394043
278,658,0.394650390625,0.7174653125,0.399284648437,0.771897539063,0.630234765625,0.411073867187,0.773107070312,0.32693546875,0.768886445313,0.166050195313,0.710843242188,0.581375234375,0.104982070312,0.147933359375,0.784545898438,0.2927328125,0.121696871094,0.0788284023438,0.617393515625
279,659,0.396045722656,0.717604560547,0.405455323486,0.772266207275,0.635685681152,0.417331578369,0.77375675415,0.333244318848,0.769052840576,0.170871573486,0.711503695068,0.588027990723,0.104792938232,0.14717760498,0.784766326904,0.295012497559,0.126087739136,0.0819142237549,0.62031529541
280,660,0.39743,0.71766,0.41185,0.77259,0.64111,0.42378,0.77434,0.33967,0.76918,0.176,0.71216,0.59453,0.10455,0.14637,0.78502,0.2975,0.13085,0.085323,0.62336
281,661,0.398802109375,0.717641553955,0.41845550293,0.772864389648,0.646495115967,0.430406174316,0.774853999023,0.346202640381,0.769262248535,0.181434945068,0.712808198242,0.600876289062,0.104261936035,0.145524468994,0.78530751709,0.300189644775,0.135988939209,0.0890642520752,0.626522316895
282,662,0.400161640625,0.717559882812,0.425250859375,0.77308734375,0.651827460938,0.43719046875,0.775299375,0.352828164063,0.76929796875,0.187169648438,0.713444375,0.60705921875,0.10393921875,0.144657226562,0.785628203125,0.303070117187,0.141502070312,0.0931408710938,0.629789453125
283,663,0.401502392578,0.717453822021,0.432064682617,0.77329418457,0.65702206665,0.443968181152,0.775725063477,0.359418145752,0.769344685059,0.193081182861,0.714060786133,0.612958222656,0.103622106934,0.143821590576,0.785972570801,0.306037557373,0.147268741455,0.097457583374,0.633039177246
284,664,0.40282,0.71736,0.43873,0.77352,0.662,0.45058,0.77618,0.36585,0.76946,0.19905,0.71465,0.61846,0.10335,0.14307,0.78633,0.30899,0.15317,0.10192,0.63615
285,665,0.40411125,0.717290682373,0.445226165771,0.773766855469,0.666746594238,0.457003850098,0.776665341797,0.372108022461,0.769640424805,0.20506633667,0.71520960083,0.623556219482,0.103134835205,0.142417969971,0.786702565918,0.311913222656,0.159199761963,0.1065303927,0.639109389648
286,666,0.405374453125,0.717254414063,0.451546914062,0.7740346875,0.671256875,0.463231875,0.77717890625,0.3781890625,0.769878203125,0.211131132813,0.715737851563,0.628251835938,0.102985742187,0.141877304687,0.787092421875,0.3148009375,0.165361601563,0.111298863281,0.6419134375
287,667,0.406625400391,0.717239088135,0.457792042236,0.774274824219,0.675599968262,0.469382321777,0.777683349609,0.384191469727,0.770124897461,0.217333961182,0.716234505615,0.632680338135,0.102896820068,0.14145145874,0.787495861816,0.317709550781,0.171731141357,0.116291613647,0.644619321289
288,668,0.40788,0.71723,0.46407,0.77444,0.67985,0.47558,0.77814,0.39022,0.77033,0.22377,0.7167,0.63698,0.10286,0.14114,0.78791,0.3207,0.17839,0.12158,0.64729
289,669,0.409140311279,0.717232955322,0.470380375977,0.774530158691,0.684008460693,0.481825397949,0.778549035645,0.396279771729,0.770490633545,0.230449537354,0.717135294189,0.641161203613,0.102884168701,0.14095553833,0.788333891602,0.323765581055,0.185350166016,0.127183376587,0.649922175293
290,670,0.410407695312,0.717253164063,0.4767221875,0.774549453125,0.688075664063,0.4881159375,0.778912421875,0.402374257813,0.770605976562,0.237382070312,0.717542148438,0.6452290625,0.102977773437,0.140908789062,0.7887671875,0.32689828125,0.192624296875,0.133122496094,0.652512578125
291,671,0.41166354126,0.717286658936,0.483078178711,0.774561491699,0.692045528564,0.494388547363,0.779241657715,0.408474276123,0.770669957275,0.244520408936,0.71791505249,0.649143366699,0.103137271729,0.140969700928,0.789229663086,0.330089985352,0.200177871094,0.139366591675,0.655054396973
292,672,0.41289,0.71733,0.48943,0.77463,0.69591,0.50058,0.77955,0.41455,0.77068,0.25182,0.71825,0.65286,0.10336,0.14111,0.78974,0.33333,0.20798,0.14589,0.65754
293,673,0.41408560791,0.717389080811,0.495771113281,0.774756618652,0.699667573242,0.506679667969,0.779839100342,0.420598757324,0.770634569092,0.259273852539,0.718544250488,0.65638583374,0.103650360107,0.141335008545,0.790296477051,0.336610439453,0.216018442383,0.152690861816,0.659966745605
294,674,0.415250234375,0.717471289063,0.50209296875,0.774938515625,0.7033146875,0.512678359375,0.780111367187,0.4266175,0.770535117188,0.266876796875,0.718795703125,0.659727539063,0.104013789063,0.141653632812,0.790894921875,0.3399209375,0.224281328125,0.15976953125,0.662330859375
295,675,0.416427780762,0.717569595947,0.508506445312,0.775141945801,0.706893481445,0.518733408203,0.780365211182,0.432725148926,0.770405289307,0.274850668945,0.719055290527,0.662936280518,0.10447800415,0.142125445557,0.791516325684,0.343269521484,0.233034458008,0.16740126709,0.664675861816
296,676,0.41766,0.71768,0.51511,0.77533,0.71044,0.52499,0.7806,0.43903,0.77027,0.2834,0.71937,0.66606,0.10507,0.14281,0.79214,0.34666,0.24252,0.17584,0.66704
297,677,0.418948458252,0.717808105469,0.521898106689,0.775502089844,0.71395354248,0.531442758789,0.780817279053,0.445529193115,0.770132460937,0.292520854492,0.719743638916,0.669103309326,0.105794393311,0.14371605957,0.792764622803,0.350083865967,0.252729082031,0.185088227539,0.669423444824
298,678,0.420290507812,0.7179621875,0.528849414062,0.7756578125,0.717426953125,0.538067578125,0.781019101563,0.452204570312,0.769995078125,0.302182109375,0.720174570312,0.672065898437,0.106653554688,0.14484875,0.793389335937,0.353529179687,0.263618046875,0.195115078125,0.671820390625
299,679,0.4216171521,0.718208183594,0.535679945068,0.775786699219,0.72071576416,0.544537641602,0.781241983643,0.458809737549,0.769873251953,0.31198237793,0.720552479248,0.674847349854,0.1076337854,0.14618003418,0.793986075439,0.356891343994,0.274662861328,0.205452329102,0.674098635254
300,680,0.42286,0.71861,0.54211,0.77588,0.72368,0.55053,0.78152,0.4651,0.76978,0.32152,0.72077,0.67735,0.10872,0.14768,0.79453,0.36007,0.28534,0.21563,0.67613
301,681,0.42401642334,0.719173692627,0.548117919922,0.775934550781,0.726312364502,0.556022770996,0.781855404053,0.471057047119,0.769717823486,0.330761937256,0.720823562012,0.679573405762,0.109912233887,0.1493530896,0.795017790527,0.363053428955,0.295597839355,0.225609699707,0.677906234131
302,682,0.42508890625,0.719899257812,0.553704140625,0.7759490625,0.728618632812,0.56101890625,0.782246367187,0.476680351562,0.769686523438,0.339701601562,0.7207190625,0.68152609375,0.1112103125,0.151204492187,0.79545,0.365839648438,0.30541890625,0.2353825,0.679430585938
303,683,0.426131408691,0.720751292725,0.559055332031,0.775933769531,0.73072668335,0.565732248535,0.782641798096,0.482113387451,0.769662210693,0.348546466064,0.720571945801,0.683312512207,0.112623430176,0.153258721924,0.795882287598,0.368517542725,0.315091008301,0.245199987793,0.680833839111
304,684,0.4272,0.72169,0.56437,0.7759,0.73277,0.57039,0.78299,0.48751,0.76962,0.35752,0.7205,0.68504,0.11416,0.15554,0.79637,0.37118,0.32492,0.25533,0.68225
