,wl,The new S language,Combinatorial ALgorithms,Compilers (dragon),Compilers (blue book),Computer Organization (red book),Topology (green book),Data and Computer Communications (yellow book)
296,676,0.096137,0.019725,0.78197,0.32961,0.84927,0.078532,0.81914
297,677,0.0956393824463,0.0197069095459,0.78191704834,0.330190734863,0.849580050049,0.0788649467773,0.819271433105
298,678,0.0951050117187,0.0196985664062,0.781875625,0.330770390625,0.849872617187,0.079240453125,0.8194175
299,679,0.0945448924561,0.0196980675049,0.781844279785,0.331312438965,0.8501640271,0.0796182504883,0.819567629395
300,680,0.093968,0.019703,0.78182,0.33178,0.85047,0.079958,0.81971
301,681,0.0933781287842,0.0197137049561,0.78180425415,0.332170235596,0.850791094971,0.0802569725342,0.819844945068
302,682,0.0927769492188,0.0197303085938,0.781797773437,0.332482226563,0.851125976562,0.0805150429688,0.819973007813
303,683,0.0921541226807,0.0197507554932,0.781779608154,0.332748167725,0.85147855835,0.0807572828369,0.820071446533
304,684,0.091498,0.019773,0.78173,0.333,0.85185,0.08101,0.82012
305,685,0.0908066091309,0.0197972453613,0.781648565674,0.333235761719,0.852244910889,0.0812734035645,0.820116629639
306,686,0.09007753125,0.0198239375,0.781537226563,0.333451015625,0.852666757813,0.081546984375,0.820062304687
307,687,0.0893092854004,0.0198505202637,0.781422103271,0.333608349609,0.853048980713,0.0818140241699,0.820007017822
308,688,0.0885,0.019875,0.78133,0.33367,0.85333,0.082058,0.82
309,689,0.0876514946289,0.0198978339844,0.781260958252,0.333634714355,0.853502421875,0.0822774921875,0.820041535645
310,690,0.0867661953125,0.0199200703125,0.781213398438,0.33350375,0.85356546875,0.0824719296875,0.82012765625
311,691,0.0858057250977,0.0199510341797,0.781189779053,0.333287785645,0.853669589844,0.0826756240234,0.820225671387
312,692,0.084736,0.02,0.78119,0.333,0.85396,0.082921,0.8203
313,693,0.0835614061279,0.0200686187744,0.78121645752,0.332643984375,0.854444981689,0.0832080761719,0.820352966309
314,694,0.0822924101562,0.0201579804688,0.781270078125,0.332224921875,0.855120039063,0.0835333359375,0.82038796875
315,695,0.0810056138916,0.0202623865967,0.781308083496,0.331745458984,0.855777132568,0.0838393330078,0.82036763916
316,696,0.079779,0.020376,0.78129,0.33121,0.85621,0.084069,0.82026
317,697,0.0786247912598,0.0204991099854,0.781213729248,0.330629394531,0.85641184082,0.0842186907959,0.820062216797
